用户号,产品名称,推荐指数
10770,生活服务,1.37825542244
10770,综艺娱乐,1.29588173701
10770,广告,1.28663629686
10770,电视剧场,1.23427171139
10770,大陆剧场,1.23297765477
10770,爱情,1.22317198784
10770,动作,1.21902874003
10770,历史,1.18113749387
10770,悬念,1.17084251723
10770,港台剧场,1.15471665389
10289,生活服务,1.66357283667
10289,大陆剧场,1.60965874634
10289,恐怖,1.57908245859
10289,广告,1.56374793329
10289,动作,1.56110123352
10289,历史,1.50423083395
10289,动作片,1.5030344897
10289,纪录片,1.50081060848
10289,港台剧场,1.48651759066
10289,综艺娱乐,1.48388624645
10246,大陆剧场,2.46972928487
10246,动作,2.46734661212
10246,恐怖,2.45622402244
10246,综艺娱乐,2.36796791337
10246,纪录片,2.34037176595
10246,动作片,2.32043591708
10246,爱情,2.30133610461
10246,警匪,2.2129528842
10246,港台剧场,2.19856009081
10246,日韩剧场,2.18589035759
11291,恐怖,1.36190034386
11291,动作,1.33407500479
11291,纪录片,1.31943194567
11291,大陆剧场,1.31549948573
11291,电视剧场,1.31082664064
11291,综艺娱乐,1.30985574898
11291,历史,1.28462877202
11291,爱情,1.23525674651
11291,动作片,1.2335458101
11291,悬念,1.20894468812
11037,恐怖,0.886983113048
11037,动作,0.879890224658
11037,纪录片,0.868629149909
11037,电视剧场,0.863550356707
11037,综艺娱乐,0.860004536318
11037,大陆剧场,0.859634290461
11037,历史,0.8456509103
11037,动作片,0.811701422311
11037,爱情,0.81014648965
11037,悬念,0.793247212851
11043,生活服务,0.730780707985
11043,广告,0.687255417509
11043,恐怖,0.642239636368
11043,大陆剧场,0.621354402018
11043,动作,0.62058168859
11043,纪录片,0.606087151856
11043,综艺娱乐,0.603893381927
11043,电视剧场,0.598560323747
11043,历史,0.591223487408
11043,爱情,0.571768844689
10929,生活服务,0.794668943868
10929,广告,0.747338470805
10929,恐怖,0.698387201477
10929,大陆剧场,0.675676083159
10929,动作,0.674835815543
10929,纪录片,0.659074099241
10929,综艺娱乐,0.656688539779
10929,电视剧场,0.650889240939
10929,历史,0.64291098437
10929,爱情,0.621755526633
10696,广告,1.10837213644
10696,大陆剧场,1.02710201705
10696,恐怖,1.02620912997
10696,电视剧场,1.01810844982
10696,综艺娱乐,0.988612333172
10696,纪录片,0.973679508839
10696,历史,0.967307113123
10696,动作片,0.949898585842
10696,爱情,0.932986314263
10696,悬念,0.931400355948
10307,欧美剧场,0.564883171649
10307,广告,0.539783070348
10960,恐怖,1.06657947826
10960,广告,1.0461072385
10960,纪录片,1.03219488655
10960,电视剧场,1.00829020626
10960,悬念,1.00117998126
10960,大陆剧场,0.999697315488
10960,动作,0.97843574119
10960,综艺娱乐,0.96891366393
10960,历史,0.95044339984
10960,动作片,0.909394685072
10249,生活服务,0.902581376789
10249,广告,0.842706591322
10249,综艺娱乐,0.787681744092
10249,大陆剧场,0.778028580142
10249,动作,0.776763149217
10249,纪录片,0.773727444647
10249,电视剧场,0.762788886274
10249,历史,0.743078632374
10249,爱情,0.737910895077
10249,动作片,0.719920906319
10939,生活服务,0.583340912145
10939,欧美剧场,0.574492923172
10939,恐怖,0.571080387857
10939,广告,0.550340376358
10939,爱情,0.547878164529
10939,综艺娱乐,0.535009768146
10939,日韩剧场,0.510143377843
10939,电视剧场,0.509108020357
10939,大陆剧场,0.505450422799
11084,生活服务,0.794668943868
11084,广告,0.747338470805
11084,恐怖,0.698387201477
11084,大陆剧场,0.675676083159
11084,动作,0.674835815543
11084,纪录片,0.659074099241
11084,综艺娱乐,0.656688539779
11084,电视剧场,0.650889240939
11084,历史,0.64291098437
11084,爱情,0.621755526633
11087,广告,1.41616322145
11087,恐怖,1.32353201505
11087,大陆剧场,1.31170905271
11087,综艺娱乐,1.28605793885
11087,动作,1.28030324947
11087,电视剧场,1.27467110526
11087,纪录片,1.2565986711
11087,警匪,1.2270962715
11087,悬念,1.2128009667
11087,爱情,1.20236206017
10170,恐怖,1.16359021518
10170,动作,1.13198787652
10170,纪录片,1.12414554453
10170,大陆剧场,1.12066547483
10170,电视剧场,1.11760203631
10170,综艺娱乐,1.11747565167
10170,历史,1.09412654102
10170,爱情,1.05384399937
10170,动作片,1.04948456882
10170,悬念,1.03094410196
10429,广告,3.51719032093
10429,大陆剧场,3.48877648405
10429,历史,3.38000493637
10429,纪录片,3.3147217134
10429,动作片,3.25265564944
10429,悬念,3.2363442759
10429,爱情,3.19430982078
10429,日韩剧场,3.13007844995
10429,科学教育,2.97457348325
10429,战争,2.93977839359
10209,广告,2.19889936627
10209,电视剧场,2.14040831179
10209,动作,2.1325745881
10209,纪录片,2.05730027013
10209,历史,2.05278832169
10209,悬念,1.99675124612
10209,爱情,1.9880492453
10209,港台剧场,1.90750409429
10209,警匪,1.89604849969
10209,日韩剧场,1.87620241548
11067,广告,1.72837485142
11067,恐怖,1.72590608471
11067,大陆剧场,1.6016379411
11067,电视剧场,1.58228812228
11067,动作,1.56621129587
11067,历史,1.54156704315
11067,爱情,1.52744190169
11067,港台剧场,1.47257883931
11067,动作片,1.46960124574
11067,悬念,1.45977667125
10954,生活服务,1.25838057845
10954,广告,1.19009729699
10954,大陆剧场,1.1830188026
10954,综艺娱乐,1.18006230393
10954,电视剧场,1.17049988457
10954,纪录片,1.11910989327
10954,爱情,1.09818367477
10954,历史,1.09093205899
10954,动作片,1.09036962235
10954,悬念,1.07205246705
11098,广告,0.909986468656
11098,恐怖,0.841159198358
11098,大陆剧场,0.807371230778
11098,动作,0.8068238559
11098,纪录片,0.802303418291
11098,综艺娱乐,0.80000369519
11098,电视剧场,0.796803275492
11098,历史,0.781022090226
11098,爱情,0.755480670793
11098,动作片,0.749737046712
10138,动作,1.73722457688
10138,大陆剧场,1.72840020396
10138,纪录片,1.72838755615
10138,电视剧场,1.71475298792
10138,历史,1.67593762519
10138,爱情,1.62131093332
10138,动作片,1.61400327499
10138,悬念,1.57645028882
10138,港台剧场,1.55155802935
10138,警匪,1.5369928582
10085,生活服务,0.794668943868
10085,广告,0.747338470805
10085,恐怖,0.698387201477
10085,大陆剧场,0.675676083159
10085,动作,0.674835815543
10085,纪录片,0.659074099241
10085,综艺娱乐,0.656688539779
10085,电视剧场,0.650889240939
10085,历史,0.64291098437
10085,爱情,0.621755526633
11314,生活服务,0.759358508025
11314,欧美剧场,0.747338470805
11314,动作,0.651090643563
11314,纪录片,0.631365632533
11314,恐怖,0.628502566459
11314,电视剧场,0.626534217472
11314,综艺娱乐,0.619670702026
11314,大陆剧场,0.618991688261
11314,历史,0.615392167043
11314,动作片,0.592825322475
11120,大陆剧场,3.00397141495
11120,电视剧场,2.98670169975
11120,动作,2.93385865538
11120,纪录片,2.92841098223
11120,综艺娱乐,2.91273174424
11120,动作片,2.77669309606
11120,警匪,2.73794077769
11120,港台剧场,2.71915119529
11120,喜剧,2.59421161401
11120,文艺,2.58337371907
11299,广告,1.40571561746
11299,恐怖,1.31592079357
11299,动作,1.30325288992
11299,电视剧场,1.28376348534
11299,综艺娱乐,1.27687378509
11299,历史,1.25365303757
11299,纪录片,1.25313783873
11299,动作片,1.20190590838
11299,爱情,1.19925688317
11299,悬念,1.19805527035
10814,广告,3.15613684308
10814,综艺娱乐,3.10697989557
10814,历史,3.02432613002
10814,纪录片,2.97739378843
10814,爱情,2.96413625481
10814,港台剧场,2.94225221986
10814,警匪,2.850857756
10814,动画片,2.74239421043
10814,科幻,2.71930719446
10814,喜剧,2.69710966238
10675,生活服务,1.38465142134
10675,动作,1.18156060989
10675,恐怖,1.18134174039
10675,大陆剧场,1.15292289478
10675,纪录片,1.14983023402
10675,电视剧场,1.13830404549
10675,综艺娱乐,1.13705948466
10675,历史,1.12118364694
10675,动作片,1.08191153079
10675,爱情,1.073069394
10782,生活服务,1.44296636706
10782,广告,1.37673731397
10782,动作,1.36869882341
10782,历史,1.33855132589
10782,恐怖,1.31976100361
10782,电视剧场,1.31858480598
10782,综艺娱乐,1.30369177869
10782,悬念,1.29355154633
10782,动作片,1.25558863792
10782,纪录片,1.25031736597
10931,生活服务,1.00124370292
10931,广告,0.943422878106
10931,恐怖,0.940695866789
10931,综艺娱乐,0.882477360616
10931,爱情,0.878521438316
10931,大陆剧场,0.861156686072
10931,电视剧场,0.852656763257
10931,动作,0.848278982554
10931,日韩剧场,0.825688339929
10931,历史,0.823014413722
10319,恐怖,3.02467801651
10319,电视剧场,2.98050473532
10319,历史,2.84235082514
10319,悬念,2.80305352292
10319,爱情,2.78093780798
10319,动作片,2.75989680258
10319,警匪,2.68916928961
10319,科学教育,2.58359685346
10319,喜剧,2.56970724476
10319,战争,2.54072436704
11270,广告,1.20542737092
11270,恐怖,1.109293654
11270,纪录片,1.06267088906
11270,大陆剧场,1.06123646165
11270,动作,1.06076728162
11270,综艺娱乐,1.05994995922
11270,电视剧场,1.05778726844
11270,历史,1.03361934858
11270,爱情,0.999902905707
